id,section,title,authors,year,type,source,priority,tags,pdf_url,landing_url,url_status,catalog_status,notes
owasp-llm-top10-2025,4,OWASP Top 10 for LLM Applications and Generative AI,OWASP,2025.0,spec,web,p0,,https://owasp.org/www-project-top-10-for-large-language-model-applications/assets/PDF/OWASP-Top-10-for-LLMs-v2025.pdf,https://genai.owasp.org/llm-top-10/,official/publisher PDF,original,Official OWASP 2025 PDF.
secalign-2025,4,SecAlign: Defending Against Prompt Injection with Preference Optimization,Chen et al.,2025.0,paper,arxiv,,new,https://arxiv.org/pdf/2410.05451,https://arxiv.org/abs/2410.05451,direct PDF (arXiv ID mapped),added,arXiv ID:2410.05451 Training-time prompt-injection defense; complements StruQ/Spotlighting/CaMeL.
trustworthy-agents-survey-2025,4,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,Yu et al.,2025.0,paper,arxiv,,new,https://arxiv.org/pdf/2503.09648,https://arxiv.org/abs/2503.09648,direct PDF (arXiv ID mapped),added,arXiv ID:2503.09648 Broad trust/threat/countermeasure survey for agents.
agentic-adr-mcp-2026,4,Agentic AI Detection and Response for MCP-Based Enterprise Agents,Various,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2605.17380,https://arxiv.org/abs/2605.17380,direct PDF (arXiv ID mapped),added,arXiv ID:2605.17380 Production-oriented monitoring and response architecture.
agentic-security-survey-2026,4,"Agentic AI Security: Threats, Defenses, Evaluation, and Open Challenges",Datta et al.,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2510.23883,https://arxiv.org/abs/2510.23883,direct PDF (arXiv ID mapped),added,arXiv ID:2510.23883 Comprehensive 2026 security survey.
attack-defense-agentic-2026,4,The Attack and Defense Landscape of Agentic AI,Various,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2603.11088,https://arxiv.org/abs/2603.11088,direct PDF (arXiv ID mapped),added,arXiv ID:2603.11088 Systematic attack and defense taxonomy.
clawworm-2026,4,ClawWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2603.15727,https://arxiv.org/abs/2603.15727,direct PDF (arXiv ID mapped),added,arXiv ID:2603.15727 Worm-style propagation across agent ecosystems.
cross-site-prompt-injection-2026,4,Confining Cross-Site Prompt Injection in Web Agents,Various,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2607.08147,https://arxiv.org/abs/2607.08147,direct PDF (arXiv ID mapped),added,"arXiv ID:2607.08147 Very recent web-agent isolation work, July 2026."
memory-sec-survey-2026,4,"A Survey on Long-Term Memory Security in LLM Agents: Attacks, Defenses, and Governance Across the Memory Lifecycle",Lin,2026.0,paper,arxiv,p0,,https://arxiv.org/pdf/2604.16548,https://arxiv.org/abs/2604.16548,direct PDF (arXiv ID mapped),original,arXiv ID:2604.16548 Correct arXiv ID: 2604.16548.
openclaw-case-study-2026,4,Uncovering Security Threats and Architecting Defenses in Autonomous Agents: A Case Study of OpenClaw,Ying et al.,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2603.12644,https://arxiv.org/abs/2603.12644,direct PDF (arXiv ID mapped),added,arXiv ID:2603.12644 Tri-layered risk taxonomy + Full-Lifecycle Agent Security Architecture (FASA); OpenClaw ecosystem.
openclaw-layered-review-2026,4,Security Attack and Defense Strategies for Autonomous Agent Frameworks: A Layered Review with OpenClaw as a Case Study,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2604.27464,https://arxiv.org/abs/2604.27464,direct PDF (arXiv ID mapped),added,arXiv ID:2604.27464 Four-layer cross-layer threat propagation review.
privacy-llm-agents-2026,4,A Data-Centric Survey of Privacy in LLM Agents,Lahjouji et al.,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2606.26627,https://arxiv.org/abs/2606.26627,direct PDF (arXiv ID mapped),added,arXiv ID:2606.26627 Current privacy survey covering agent data flows and memory.
secure-agentic-web-2026,4,From Secure Agentic AI to Secure Agentic Web,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2603.01564,https://arxiv.org/abs/2603.01564,direct PDF (arXiv ID mapped),added,arXiv ID:2603.01564 Protocol- and ecosystem-level security perspective.
taming-openclaw-2026,4,Taming OpenClaw: Security Analysis and Mitigation of Autonomous LLM Agent Threats,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2603.11619,https://arxiv.org/abs/2603.11619,direct PDF (arXiv ID mapped),added,"arXiv ID:2603.11619 Five-layer lifecycle framework; IPI, skill supply chain, memory poisoning, intent drift."
trust-no-tool-2026,4,Trust No Tool: Evaluating and Defending LLM Agents under Untrusted Tool Feedback,Yan et al.,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2605.17453,https://arxiv.org/abs/2605.17453,direct PDF (arXiv ID mapped),added,arXiv ID:2605.17453 Cognitive poisoning via tool feedback; TRUST-Bench + VISTA-Guard trajectory-aware final-action scoring.
aia-2018,5,Algorithmic Impact Assessments: A Practical Framework for Public Agency Accountability,Reisman,2018.0,report,web,p0,,https://ainowinstitute.org/wp-content/uploads/2023/04/aap-toolkit.pdf,https://ainowinstitute.org/publication/algorithmic-impact-assessments-report-2,official/publisher PDF,original,AI Now Institute report/toolkit.
datasheets-2018,5,Datasheets for Datasets,Gebru,2018.0,paper,arxiv,p0,top15,https://arxiv.org/pdf/1803.09010,https://arxiv.org/abs/1803.09010,direct PDF (arXiv ID mapped),original,arXiv ID:1803.09010
factsheets-2019,5,FactSheets: Increasing trust in AI services through supplier's declarations of conformity,Arnold,2019.0,paper,crossref,p0,,,https://search.crossref.org/?q=FactSheets%3A+Increasing+trust+in+AI+services+through+supplier%27s+declarations+of+conformity,Crossref search; PDF not asserted,original,
model-cards-2019,5,Model Cards for Model Reporting,Mitchell,2019.0,paper,arxiv,p0,top15,https://arxiv.org/pdf/1810.03993,https://arxiv.org/abs/1810.03993,direct PDF (arXiv ID mapped),original,arXiv ID:1810.03993
verifiable-claims-2020,5,Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims,Brundage,2020.0,paper,arxiv,,,https://arxiv.org/pdf/2004.07213,https://arxiv.org/abs/2004.07213,direct PDF (arXiv ID mapped),original,arXiv ID:2004.07213
governing-agents-2023,5,Practices for Governing Agentic AI Systems,Shavit,2023.0,report,web,p0,,,https://openai.com/index/practices-for-governing-agentic-ai-systems/,official landing page,original,Publisher landing page.
iso-23894-2023,5,ISO/IEC 23894:2023 Artificial intelligence - Guidance on risk management,ISO,2023.0,standard,web,p0,,,https://www.iso.org/standard/77304.html,official landing page,original,ISO landing page; standard text is paywalled.
iso-42001-2023,5,ISO/IEC 42001:2023 Artificial intelligence management system,ISO,2023.0,standard,web,p0,top15,,https://www.iso.org/standard/81230.html,official landing page,original,ISO landing page; standard text is paywalled.
nist-ai-rmf-2023,5,Artificial Intelligence Risk Management Framework (AI RMF 1.0),NIST,2023.0,standard,doi,p0,top15,https://nvlpubs.nist.gov/nistpubs/ai/nist.ai.100-1.pdf,https://www.nist.gov/itl/ai-risk-management-framework,official/publisher PDF,original,Official NIST AI RMF 1.0 PDF.
preparedness-fw-2023,5,Preparedness Framework,OpenAI,2023.0,spec,web,,,,https://openai.com/index/updating-our-preparedness-framework/,official landing page,original,Living framework; current OpenAI version replaces the 2023 launch document.
anthropic-rsp-2024,5,Anthropic's Responsible Scaling Policy,Anthropic,2024.0,spec,web,,,,https://www.anthropic.com/responsible-scaling-policy,official landing page,original,Living policy; use current version on landing page.
eu-ai-act-2024,5,Regulation (EU) 2024/1689 (Artificial Intelligence Act),"European Parliament,Council",2024.0,standard,web,p0,top15,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401689,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,official/publisher PDF,original,Official EUR-Lex consolidated publication.
frontier-safety-fw-2024,5,Frontier Safety Framework,Google DeepMind,2024.0,spec,web,,,,https://deepmind.google/discover/blog/introducing-the-frontier-safety-framework/,official landing page,original,Living framework; use current version on landing page.
kolt-agents-2024,5,Governing AI Agents,Kolt,2024.0,paper,web,p0,,,https://scholar.google.com/scholar?q=Governing+AI+Agents,scholar search; official source not yet pinned,original,
nist-genai-2024,5,Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST,2024.0,standard,doi,p0,,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-generative-artificial-intelligence,official/publisher PDF,original,Official NIST AI 600-1 PDF.
nsm-grunnprinsipper,5,NSM Grunnprinsipper for IKT-sikkerhet 2.1,NSM,2024.0,standard,web,,,,https://nsm.no/regelverk-og-hjelp/rad-og-anbefalinger/grunnprinsipper-for-ikt-sikkerhet-2-1/,official landing page,original,Official NSM guidance. Version 2.1 publication year normalized to 2024.
singapore-genai-fw-2024,5,Model AI Governance Framework for Generative AI,"IMDA,AI Verify Foundation",2024.0,standard,web,,new,,https://aiverifyfoundation.sg/,official landing page,added,AI Verify Foundation site; framework PDF linked from resources. Complements NIST AI RMF and EU approaches.
visibility-agents-2024,5,Visibility into AI Agents,Chan,2024.0,paper,arxiv,p0,,,https://arxiv.org/search/?query=Visibility+into+AI+Agents&searchtype=title,search link; PDF not asserted,original,
eu-digital-omnibus-2025,5,Digital Omnibus on AI (proposal amending Regulation (EU) 2024/1689),European Commission,2025.0,standard,web,,new,,https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai,official landing page,added,Tracked via Commission AI policy page; proposal adjusting AI Act timelines/obligations. Status evolving - verify before citing.
eu-gpai-code-2025,5,General-Purpose AI Code of Practice,European Commission,2025.0,standard,web,p0,,,https://digital-strategy.ec.europa.eu/en/policies/contents-code-gpai,official landing page,original,Final Code published 10 July 2025; official page hosts component documents.
infra-agents-2025,5,Infrastructure for AI Agents,Chan,2025.0,paper,arxiv,p0,,,https://arxiv.org/search/?query=Infrastructure+for+AI+Agents&searchtype=title,search link; PDF not asserted,original,
intl-safety-report-2025,5,International AI Safety Report,Bengio,2025.0,report,web,p0,,https://assets.publishing.service.gov.uk/media/679a0c48a77d250007d313ee/International_AI_Safety_Report_2025_accessible_f.pdf,https://www.gov.uk/government/publications/international-ai-safety-report-2025,official/publisher PDF,original,Official report PDF.
iso-42005-2025,5,ISO/IEC 42005:2025 AI system impact assessment,ISO,2025.0,standard,web,p0,new,,https://www.iso.org/standard/42005,official landing page,added,ISO official page. Official impact-assessment standard; text is paywalled.
iso-42006-2025,5,ISO/IEC 42006:2025 Requirements for bodies providing audit and certification of AI management systems,ISO,2025.0,standard,web,p0,new,,https://www.iso.org/standard/42006,official landing page,added,ISO official page. Certification-body requirements supporting ISO/IEC 42001.
nist-cyber-ai-profile-2025,5,"Cybersecurity Framework Profile for Artificial Intelligence, Initial Preliminary Draft (NIST IR 8596)",NIST,2025.0,standard,doi,,new,https://nvlpubs.nist.gov/nistpubs/ir/2025/NIST.IR.8596.iprd.pdf,https://csrc.nist.gov/pubs/ir/8596/iprd,official/publisher PDF,added,NIST initial preliminary draft. Draft profile linking cybersecurity and AI risk.
eu-gpai-guidelines-2026,5,Guidelines for providers of general-purpose AI models under the AI Act,European Commission,2026.0,standard,web,p0,new-2026,,https://digital-strategy.ec.europa.eu/en/policies/guidelines-gpai-providers,official landing page,added,European Commission official guidance. Official Commission guidance published in 2026.
c4-model,6,The C4 model for visualising software architecture,Brown,,spec,web,,,,https://c4model.com/,official landing page,original,Canonical C4 model site.
event-sourcing,6,Event Sourcing,Fowler,,spec,web,,,,https://martinfowler.com/eaaDev/EventSourcing.html,official landing page,original,Canonical Martin Fowler article.
rules-of-ml,6,Rules of Machine Learning: Best Practices for ML Engineering,Zinkevich,,spec,web,p0,,,https://developers.google.com/machine-learning/guides/rules-of-ml,official landing page,original,Google engineering guide.
cap-2002,6,"Brewer's conjecture and the feasibility of consistent, available, partition-tolerant web services","Gilbert,Lynch",2002.0,paper,crossref,p0,,,https://search.crossref.org/?q=Brewer%27s+conjecture+and+the+feasibility+of+consistent%2C+available%2C+partition-tolerant+web+services,Crossref search; PDF not asserted,original,
ddd-2003,6,Domain-Driven Design: Tackling Complexity in the Heart of Software,Evans,2003.0,book,crossref,p0,,,https://search.crossref.org/?q=Domain-Driven+Design%3A+Tackling+Complexity+in+the+Heart+of+Software,Crossref search; PDF not asserted,original,
dataset-shift-2009,6,Dataset Shift in Machine Learning,Quionero-Candela,2009.0,book,crossref,p0,,,https://search.crossref.org/?q=Dataset+Shift+in+Machine+Learning,Crossref search; PDF not asserted,original,
raft-2014,6,In Search of an Understandable Consensus Algorithm,"Ongaro,Ousterhout",2014.0,paper,web,p0,,https://raft.github.io/raft.pdf,https://raft.github.io/,official/publisher PDF,original,Author-hosted PDF.
sculley-debt-2015,6,Hidden Technical Debt in Machine Learning Systems,Sculley,2015.0,paper,web,p0,top15,https://papers.nips.cc/paper_files/paper/2015/file/86df7dcfd896fcaf2674f757a2463eba-Paper.pdf,https://papers.nips.cc/paper/2015/hash/86df7dcfd896fcaf2674f757a2463eba-Abstract.html,official/publisher PDF,original,NeurIPS proceedings PDF.
sre-2016,6,Site Reliability Engineering: How Google Runs Production Systems,Beyer,2016.0,book,web,p0,,,https://sre.google/sre-book/table-of-contents/,official landing page,original,Official free online edition.
ddia-2017,6,Designing Data-Intensive Applications,Kleppmann,2017.0,book,crossref,p0,,,https://search.crossref.org/?q=Designing+Data-Intensive+Applications,Crossref search; PDF not asserted,original,
ml-test-score-2017,6,The ML Test Score: A Rubric for ML Production Readiness and Technical Debt Reduction,Breck,2017.0,paper,crossref,p0,,https://storage.googleapis.com/pub-tools-public-publication-data/pdf/aad9f93b86b7addfea4c419b9100c6cdd26cacea.pdf,https://research.google/pubs/the-ml-test-score-a-rubric-for-ml-production-readiness-and-technical-debt-reduction/,official/publisher PDF,original,Google Research author PDF.
data-cascades-2021,6,"""Everyone wants to do the model work, not the data work"": Data Cascades in High-Stakes AI",Sambasivan,2021.0,paper,crossref,p0,,,https://search.crossref.org/?q=%22Everyone+wants+to+do+the+model+work%2C+not+the+data+work%22%3A+Data+Cascades+in+High-Stakes+AI,Crossref search; PDF not asserted,original,
mlops-2022,6,"Machine Learning Operations (MLOps): Overview, Definition, and Architecture",Kreuzberger,2022.0,paper,arxiv,,,https://arxiv.org/pdf/2205.02302,https://arxiv.org/abs/2205.02302,direct PDF (arXiv ID mapped),original,arXiv ID:2205.02302
ai-engineering-2025,6,AI Engineering: Building Applications with Foundation Models,Huyen,2025.0,book,web,,new,,https://www.oreilly.com/library/view/ai-engineering/9781098166298/,official landing page,added,O'Reilly landing page. Production engineering practices for foundation-model applications.
context-engineering-2025,6,Effective Context Engineering for AI Agents,Anthropic,2025.0,spec,web,,,,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,official landing page,original,Anthropic engineering article.
twelve-factor-agents,6,12-Factor Agents: Principles for Reliable LLM Applications,Horthy,2025.0,spec,web,,,,https://github.com/humanlayer/12-factor-agents,official landing page,original,Living engineering principles.
c2pa-spec,7,C2PA Content Credentials: Coalition for Content Provenance and Authenticity Specification,C2PA,,spec,web,,,,https://c2pa.org/specifications/specifications/2.2/specs/C2PA_Specification.html,official landing page,original,Versioned C2PA specification.
cyclonedx-mlbom,7,CycloneDX Machine Learning Bill of Materials (ML-BOM),OWASP,,spec,web,,,,https://cyclonedx.org/capabilities/mlbom/,official landing page,original,CycloneDX ML-BOM capability page.
model-transparency-spec,7,Sigstore Model Transparency: Cryptographic Signing for ML Models,"OpenSSF,Sigstore",,spec,web,,new,,https://github.com/sigstore/model-transparency,official landing page,added,Official project repo. Extends Sigstore signing to model artifacts; pairs with SLSA/in-toto for AI supply chain.
slsa-v1,7,SLSA: Supply-chain Levels for Software Artifacts,SLSA,,spec,web,p0,top15,,https://slsa.dev/spec/v1.1/,official landing page,original,Current stable SLSA v1.x specification.
spiffe-spec,7,SPIFFE: Secure Production Identity Framework for Everyone,CNCF,,spec,web,p0,,,https://github.com/spiffe/spiffe/blob/main/standards/SPIFFE.md,official landing page,original,Canonical SPIFFE specification.
trusting-trust-1984,7,Reflections on Trusting Trust,Thompson,1984.0,paper,crossref,,,https://www.cs.cmu.edu/~rdriley/487/papers/Thompson_1984_ReflectionsonTrustingTrust.pdf,https://dl.acm.org/doi/10.1145/358198.358210,official/publisher PDF,original,Widely mirrored author-readable PDF.
dbc-1992,7,"Applying ""Design by Contract""",Meyer,1992.0,paper,crossref,p0,,,https://search.crossref.org/?q=Applying+%22Design+by+Contract%22,Crossref search; PDF not asserted,original,
pcc-1997,7,Proof-Carrying Code,Necula,1997.0,paper,crossref,p0,,,https://search.crossref.org/?q=Proof-Carrying+Code,Crossref search; PDF not asserted,original,
tuf-2010,7,Survivable Key Compromise in Software Update Systems,Samuel,2010.0,paper,crossref,p0,,https://theupdateframework.io/papers/survivable-key-compromise-ccs2010.pdf,https://theupdateframework.io/,official/publisher PDF,original,Project-hosted paper PDF.
ct-rfc6962-2013,7,RFC 6962: Certificate Transparency,Laurie,2013.0,standard,web,,,https://www.rfc-editor.org/rfc/pdfrfc/rfc6962.txt.pdf,https://www.rfc-editor.org/rfc/rfc6962,official/publisher PDF,original,RFC Editor PDF.
prov-dm-2013,7,PROV-DM: The PROV Data Model,W3C,2013.0,standard,web,p0,top15,,https://www.w3.org/TR/prov-dm/,official landing page,original,W3C Recommendation.
in-toto-2019,7,in-toto: Providing farm-to-table guarantees for bits and bytes,Torres-Arias,2019.0,paper,web,p0,top15,https://www.usenix.org/system/files/sec19-torres-arias.pdf,https://www.usenix.org/conference/usenixsecurity19/presentation/torres-arias,official/publisher PDF,original,USENIX open-access PDF.
nist-zta-2020,7,Zero Trust Architecture,NIST,2020.0,standard,doi,p0,,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,https://csrc.nist.gov/pubs/sp/800/207/final,official/publisher PDF,original,Official NIST Zero Trust Architecture PDF.
nist-ssdf-2022,7,Secure Software Development Framework (SSDF) Version 1.1,NIST,2022.0,standard,doi,p0,,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-218.pdf,https://csrc.nist.gov/pubs/sp/800/218/final,official/publisher PDF,original,Official NIST SSDF PDF.
sigstore-2022,7,Sigstore: Software Signing for Everybody,Newman,2022.0,paper,crossref,p0,,,https://search.crossref.org/?q=Sigstore%3A+Software+Signing+for+Everybody,Crossref search; PDF not asserted,original,
rats-rfc9334-2023,7,RFC 9334: Remote ATtestation procedureS (RATS) Architecture,IETF,2023.0,standard,web,p0,,https://www.rfc-editor.org/rfc/pdfrfc/rfc9334.txt.pdf,https://www.rfc-editor.org/rfc/rfc9334,official/publisher PDF,original,RFC Editor PDF.
model-checking-1981,8,Design and Synthesis of Synchronization Skeletons Using Branching Time Temporal Logic,"Clarke,Emerson",1981.0,paper,crossref,p0,,,https://search.crossref.org/?q=Design+and+Synthesis+of+Synchronization+Skeletons+Using+Branching+Time+Temporal+Logic,Crossref search; PDF not asserted,original,
tla-1994,8,The Temporal Logic of Actions,Lamport,1994.0,paper,crossref,p0,,https://lamport.azurewebsites.net/pubs/lamport-actions.pdf,https://lamport.azurewebsites.net/pubs/actions.html,official/publisher PDF,original,Author-hosted PDF.
quickcheck-2000,8,QuickCheck: A Lightweight Tool for Random Testing of Haskell Programs,"Claessen,Hughes",2000.0,paper,crossref,p0,,https://www.cs.tufts.edu/~nr/cs257/archive/john-hughes/quick.pdf,https://dl.acm.org/doi/10.1145/351240.351266,official/publisher PDF,original,Open mirror plus ACM metadata.
isabelle-2002,8,Isabelle/HOL: A Proof Assistant for Higher-Order Logic,"Nipkow,Paulson,Wenzel",2002.0,book,crossref,p0,,,https://search.crossref.org/?q=Isabelle%2FHOL%3A+A+Proof+Assistant+for+Higher-Order+Logic,Crossref search; PDF not asserted,original,
z3-2008,8,Z3: An Efficient SMT Solver,"de Moura,Bjorner",2008.0,paper,crossref,p0,,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/z3.pdf,https://www.microsoft.com/en-us/research/publication/z3-an-efficient-smt-solver/,official/publisher PDF,original,Microsoft Research PDF.
reluplex-2017,8,Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks,Katz,2017.0,paper,arxiv,p0,,https://arxiv.org/pdf/1702.01135,https://arxiv.org/abs/1702.01135,direct PDF (arXiv ID mapped),original,arXiv ID:1702.01135
metamorphic-2018,8,Metamorphic Testing: A Review of Challenges and Opportunities,Chen,2018.0,paper,crossref,p0,,,https://search.crossref.org/?q=Metamorphic+Testing%3A+A+Review+of+Challenges+and+Opportunities,Crossref search; PDF not asserted,original,
lean4-2021,8,The Lean 4 Theorem Prover and Programming Language,"de Moura,Ullrich",2021.0,paper,crossref,p0,,https://lean-lang.org/papers/lean4.pdf,https://lean-lang.org/papers/lean4.pdf,official/publisher PDF,original,Lean project-hosted paper.
guaranteed-safe-2024,8,Towards Guaranteed Safe AI: A Framework for Ensuring Robust and Reliable AI Systems,Dalrymple,2024.0,paper,arxiv,p0,,,https://arxiv.org/search/?query=Towards+Guaranteed+Safe+AI%3A+A+Framework+for+Ensuring+Robust+and+Reliable+AI+Systems&searchtype=title,search link; PDF not asserted,original,
marabou2-2024,8,Marabou 2.0: A Versatile Formal Analyzer of Neural Networks,Wu et al.,2024.0,paper,arxiv,,new,https://arxiv.org/pdf/2401.14461,https://arxiv.org/abs/2401.14461,direct PDF (arXiv ID mapped),added,arXiv ID:2401.14461 CAV 2024; successor to Reluplex for NN verification.
safeguarded-ai-2024,8,Safeguarded AI: Constructing Guaranteed Safety (Programme Thesis),ARIA,2024.0,report,web,,,,https://www.aria.org.uk/our-programmes/safeguarded-ai/,official landing page,original,ARIA programme thesis and resources.
contextual-integrity-2004,9,Privacy as Contextual Integrity,Nissenbaum,2004.0,paper,crossref,,new,,https://search.crossref.org/?q=Privacy+as+Contextual+Integrity,Crossref search; PDF not asserted,added,Washington Law Review. Theoretical foundation used by agent-privacy work (e.g. AirGapAgent).
calibrating-noise-2006,9,Calibrating Noise to Sensitivity in Private Data Analysis,Dwork,2006.0,paper,crossref,p0,,,https://search.crossref.org/?q=Calibrating+Noise+to+Sensitivity+in+Private+Data+Analysis,Crossref search; PDF not asserted,original,
fairness-awareness-2012,9,Fairness Through Awareness,Dwork,2012.0,paper,crossref,p0,,https://arxiv.org/pdf/1104.3913,https://arxiv.org/abs/1104.3913,direct PDF (arXiv ID mapped),original,arXiv ID:1104.3913
dp-sgd-2016,9,Deep Learning with Differential Privacy,Abadi,2016.0,paper,arxiv,p0,,https://arxiv.org/pdf/1607.00133,https://arxiv.org/abs/1607.00133,direct PDF (arXiv ID mapped),original,arXiv ID:1607.00133
equality-opportunity-2016,9,Equality of Opportunity in Supervised Learning,"Hardt,Price,Srebro",2016.0,paper,arxiv,p0,,https://arxiv.org/pdf/1610.02413,https://arxiv.org/abs/1610.02413,direct PDF (arXiv ID mapped),original,arXiv ID:1610.02413
gdpr-2016,9,Regulation (EU) 2016/679 (General Data Protection Regulation),"European Parliament,Council",2016.0,standard,web,p0,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,https://eur-lex.europa.eu/eli/reg/2016/679/oj,official/publisher PDF,original,Official EUR-Lex text.
membership-inference-2017,9,Membership Inference Attacks Against Machine Learning Models,Shokri,2017.0,paper,arxiv,p0,,https://arxiv.org/pdf/1610.05820,https://arxiv.org/abs/1610.05820,direct PDF (arXiv ID mapped),original,arXiv ID:1610.05820
gender-shades-2018,9,Gender Shades: Intersectional Accuracy Disparities in Commercial Gender Classification,"Buolamwini,Gebru",2018.0,paper,crossref,p0,,https://proceedings.mlr.press/v81/buolamwini18a/buolamwini18a.pdf,https://proceedings.mlr.press/v81/buolamwini18a.html,official/publisher PDF,original,PMLR open-access PDF.
fairness-abstraction-2019,9,Fairness and Abstraction in Sociotechnical Systems,Selbst,2019.0,paper,crossref,p0,,,https://search.crossref.org/?q=Fairness+and+Abstraction+in+Sociotechnical+Systems,Crossref search; PDF not asserted,original,
machine-unlearning-2021,9,Machine Unlearning,Bourtoule et al.,2021.0,paper,arxiv,,new,https://arxiv.org/pdf/1912.03817,https://arxiv.org/abs/1912.03817,direct PDF (arXiv ID mapped),added,"arXiv ID:1912.03817 IEEE S&P 2021; SISA framework, foundational for data-deletion compliance (GDPR art. 17)."
memorization-2022,9,Quantifying Memorization Across Neural Language Models,Carlini,2022.0,paper,arxiv,,,https://arxiv.org/pdf/2202.07646,https://arxiv.org/abs/2202.07646,direct PDF (arXiv ID mapped),original,arXiv ID:2202.07646
extract-production-2023,9,Scalable Extraction of Training Data from (Production) Language Models,Nasr,2023.0,paper,arxiv,,,https://arxiv.org/pdf/2311.17035,https://arxiv.org/abs/2311.17035,direct PDF (arXiv ID mapped),original,arXiv ID:2311.17035
airgapagent-2024,9,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,Bagdasarian et al.,2024.0,paper,arxiv,p0,new,https://arxiv.org/pdf/2405.05175,https://arxiv.org/abs/2405.05175,direct PDF (arXiv ID mapped),added,arXiv ID:2405.05175 CCS 2024; contextual-integrity-based data minimization for agents.
gsn-standard,10,Goal Structuring Notation Community Standard,SCSC,,standard,web,p0,,,https://scsc.uk/gsn,official landing page,original,GSN Community Standard landing page.
runtime-verification-2009,10,A brief account of runtime verification,"Leucker,Schallhart",2009.0,paper,crossref,p0,,,https://search.crossref.org/?q=A+brief+account+of+runtime+verification,Crossref search; PDF not asserted,original,
assurance-cases-2010,10,"Safety and Assurance Cases: Past, Present and Possible Future","Bloomfield,Bishop",2010.0,paper,crossref,p0,,,https://search.crossref.org/?q=Safety+and+Assurance+Cases%3A+Past%2C+Present+and+Possible+Future,Crossref search; PDF not asserted,original,
shielding-2018,10,Safe Reinforcement Learning via Shielding,Alshiekh,2018.0,paper,crossref,p0,,https://arxiv.org/pdf/1708.08611,https://arxiv.org/abs/1708.08611,direct PDF (arXiv ID mapped),original,arXiv ID:1708.08611
assurance-2-0-2020,10,Assurance 2.0: A Manifesto,"Bloomfield,Rushby",2020.0,paper,arxiv,p0,,https://arxiv.org/pdf/2004.10474,https://arxiv.org/abs/2004.10474,direct PDF (arXiv ID mapped),original,arXiv ID:2004.10474
ai-control-2023,10,AI Control: Improving Safety Despite Intentional Subversion,Greenblatt,2023.0,paper,arxiv,p0,,https://arxiv.org/pdf/2312.06942,https://arxiv.org/abs/2312.06942,direct PDF (arXiv ID mapped),original,arXiv ID:2312.06942
llama-guard-2023,10,Llama Guard: LLM-based Input-Output Safeguard for Human-AI Conversations,Inan,2023.0,paper,arxiv,,,https://arxiv.org/pdf/2312.06674,https://arxiv.org/abs/2312.06674,direct PDF (arXiv ID mapped),original,arXiv ID:2312.06674
nemo-guardrails-2023,10,NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,Rebedea,2023.0,paper,arxiv,,,https://arxiv.org/pdf/2310.10501,https://arxiv.org/abs/2310.10501,direct PDF (arXiv ID mapped),original,arXiv ID:2310.10501
toolemu-2023,10,Identifying the Risks of LM Agents with an LM-Emulated Sandbox (ToolEmu),Ruan,2023.0,paper,arxiv,p0,,https://arxiv.org/pdf/2309.15817,https://arxiv.org/abs/2309.15817,direct PDF (arXiv ID mapped),original,arXiv ID:2309.15817
guardagent-2024,10,GuardAgent: Safeguard LLM Agents by a Guard Agent via Knowledge-Enabled Reasoning,Xiang,2024.0,paper,arxiv,,,https://arxiv.org/pdf/2406.09187,https://arxiv.org/abs/2406.09187,direct PDF (arXiv ID mapped),original,arXiv ID:2406.09187
